Job Title,Organisation,Monthly Payment,Contract Type,Category,Closing,Location,Full-Time Equivalent (FTE),Opening
TEAM LEADER – OUTBOUND SALES CALL CENTRE (FINANCIAL PRODUCTS),Emcas,1875.0,,Sales,2013-12-05 12:00:00,Exeter,FULL TIME,2013-10-06 12:00:00
Edinburgh Retail Assistant,Capital Hair & Beauty Ltd,1076.75,,Sales,2013-02-20 12:00:00,Edinburgh,0.6 FTE,2013-01-21 12:00:00
SOLAR REPRESENTATIVE,,4000.0,,Sales,2012-03-08 00:00:00,Solihull,FULL TIME,2012-01-08 00:00:00
Corporate Account Sales Coordinator,360 Resourcing Solutions,1125.0,,Sales,2013-09-20 12:00:00,Telford,FULL TIME,2013-07-22 12:00:00
Doctor : Trust Doctor (SPR ) Paediatrics  Essex AS/Paedia,,3196.17,Permanent,Healthcare and Nursing,2013-06-04 15:00:00,Essex,,2013-04-05 15:00:00
Doctor : SHO in A&E/Bedfordshire ****HCLaga****,,3183.83,Permanent,Healthcare and Nursing,2012-07-17 15:00:00,Bedfordshire,,2012-05-18 15:00:00
Doctor : RMO Specialist Critical Care ****HCLaga****,,4791.67,Permanent,Healthcare and Nursing,2012-09-04 00:00:00,Central London,,2012-06-06 00:00:00
Integrated snr PM for agency in Central London ****k,Digital Gurus,3833.33,Permanent,"PR, Advertising and Marketing",2012-03-31 15:00:00,London,FULL TIME,2012-03-01 15:00:00
"ASPNet Web Developer, C, ASPNet, ecommerce",CVbrowser,2708.33,Permanent,Information Technology,2012-06-21 12:00:00,Ashford,FULL TIME,2012-03-23 12:00:00
Physiotherapy Manager,CVbrowser,3208.33,Permanent,Healthcare and Nursing,2014-01-21 12:00:00,Poole,FULL TIME,2013-10-23 12:00:00
Sales Advisor  Plumbing Products,CVbrowser,1666.67,Permanent,Information Technology,2012-08-06 12:00:00,Coventry,FULL TIME,2012-06-07 12:00:00
Field Sales Representative  Solar Energy Sales,CVbrowser,3958.33,Fixed Term Contract,Sales,2012-06-04 12:00:00,Birmingham,FULL TIME,2012-05-05 12:00:00
Head Waiter Surrey ****AA Rosettes **** Package  Live In,CVbrowser,1416.67,Permanent,Hospitality and Catering,2014-01-29 15:00:00,Addlestone,FULL TIME,2013-12-30 15:00:00
Nursery Staff,CVbrowser,1120.0,Fixed Term Contract,Teaching,2013-06-18 15:00:00,The City,0.6 FTE,2013-06-04 15:00:00
Qualified English Teacher Staffordshire,Aspire People Limited,2450.0,Fixed Term Contract,Teaching,2012-08-21 00:00:00,Staffordshire,FULL TIME,2012-07-22 00:00:00
Psychology Graduate Teaching Assistant,Edustaff   Birmingham,1294.58,Permanent,Teaching,2013-11-12 00:00:00,West Midlands,FULL TIME,2013-09-13 00:00:00
Experienced Geography Teacher  Immediate start,Edustaff   Birmingham,2580.17,Fixed Term Contract,Teaching,2012-07-15 00:00:00,West Midlands,FULL TIME,2012-05-16 00:00:00
Teacher of Mathematics required from September 2013 Outstanding School,Edustaff   Bristol,2214.17,Permanent,Teaching,2013-05-31 12:00:00,South West London,FULL TIME,2013-05-01 12:00:00
Exciting Supply Nursery Assistant Opportunity,Class People,1300.0,Fixed Term Contract,Teaching,2012-04-02 12:00:00,Gloucestershire,FULL TIME,2012-01-03 12:00:00
"Year ****/ **** class teacher required: St Neots, Immediate start",Headline   Cambridge,2300.0,Permanent,Teaching,2012-08-06 00:00:00,Bedfordshire,FULL TIME,2012-07-07 00:00:00
Receptionist within a school  South London  Permanent,The London Teaching Pool Ltd,1250.0,Permanent,Teaching,2013-05-22 15:00:00,London,FULL TIME,2013-02-21 15:00:00
BEHAVIOUR SUPPORT CENTRE ADMINISTRATIVE ASSISTANT,The London Teaching Pool Ltd,1458.33,Permanent,Teaching,2012-06-06 12:00:00,Derbyshire,FULL TIME,2012-04-07 12:00:00
Key Stage **** (KS****) Teacher,New Directions,2200.0,Fixed Term Contract,Teaching,2012-08-09 15:00:00,Merseyside,FULL TIME,2012-05-11 15:00:00
P/t Art Teacher,Harris Hill,2625.0,Permanent,Teaching,2012-05-30 00:00:00,London,FULL TIME,2012-03-01 00:00:00
Excellent Position for Teacher of Science,Impact Teachers,3000.0,Permanent,Teaching,2012-04-29 15:00:00,West Yorkshire,FULL TIME,2012-03-30 15:00:00
Data Manager  South London  Permanent,The London Teaching Pool Ltd,2083.33,Permanent,Teaching,2013-12-03 15:00:00,London,FULL TIME,2013-09-04 15:00:00
Education Mentor,Archway Academy,1320.0,,Teaching,2013-01-30 00:00:00,Birmingham,FULL TIME,2012-12-01 00:00:00
Unix Technical Specialist (Solaris) Jobs In Scotland,HUDSON,3750.0,Permanent,Information Technology,2014-01-28 12:00:00,Glasgow,,2013-12-29 12:00:00
Main Grade Lecturer Health and Social Care,South and City College Birmingham,2500.83,,Teaching,2012-05-07 00:00:00,Birmingham,FULL TIME,2012-04-07 00:00:00
Senior Lecturer in Modern History,University of Dundee,4189.42,,Teaching,2012-06-29 12:00:00,Dundee,FULL TIME,2012-04-30 12:00:00
Senior Lecturer in Economics,University of Portsmouth,3329.33,,Teaching,2013-08-10 12:00:00,Portsmouth,FULL TIME,2013-05-12 12:00:00
Upper School Physics Teacher,TASIS The American School in England,3055.25,,Teaching,2014-02-18 15:00:00,Egham,FULL TIME,2013-11-20 15:00:00
Senior childcare assistant,Wise Owls Club,1280.0,,Teaching,2012-09-16 00:00:00,Maidenhead,0.4 FTE,2012-07-18 00:00:00
Senior Nurse  Maidstone  Maidstone,London4Jobs,2333.33,Permanent,Healthcare and Nursing,2013-03-24 12:00:00,Maidstone,FULL TIME,2013-02-22 12:00:00
Children's Charge Nurse (RSCN)  London,London4Jobs,3500.0,Permanent,Healthcare and Nursing,2013-08-13 00:00:00,The City,FULL TIME,2013-05-15 00:00:00
Training Center Manager,One to One Support Services,1875.0,,Teaching,2012-09-30 12:00:00,Chesterfield,FULL TIME,2012-07-02 12:00:00
Aviation Teachers Required in the UAE,Meridian Education,2050.0,,Teaching,2012-11-03 12:00:00,UK,FULL TIME,2012-10-04 12:00:00
Singing Teacher  Billbrook,Sporting Dreams,2800.0,,Teaching,2012-08-31 00:00:00,Wolverhampton,0.6 FTE,2012-08-17 00:00:00
Service Readiness/Service Introduction Manager,Spargonet Consulting,4583.33,Permanent,Information Technology,2012-04-25 12:00:00,London,FULL TIME,2012-02-25 12:00:00
Community Homecare Nurse IV Therapies London,Bupa Home Healthcare,2666.67,Permanent,Healthcare and Nursing,2013-04-06 15:00:00,London,,2013-01-06 15:00:00
Community HPN Nurse Manchester,Bupa Home Healthcare,2041.67,Permanent,Healthcare and Nursing,2013-09-27 15:00:00,UK,,2013-08-28 15:00:00
Health Care Assistant HCA,Ambition 24,1658.33,,Healthcare and Nursing,2013-04-26 00:00:00,Wakefield,0.8 FTE,2013-04-12 00:00:00
Bank Community Clinical Support Worker  Long term  Milton Keynes,Bupa Home Healthcare,1560.0,,Healthcare and Nursing,2013-08-15 15:00:00,UK,,2013-08-01 15:00:00
Bank Community Paediatric Nurse Complex Care  Milton Keynes Area,Bupa Home Healthcare,3235.17,,Healthcare and Nursing,2012-05-09 00:00:00,UK,,2012-04-25 00:00:00
Surgical Nurse  RGN/RN,Ambition 24,4336.0,,Healthcare and Nursing,2013-09-19 00:00:00,York,0.8 FTE,2013-07-21 00:00:00
Outpatients Nurse Team Leader,STR Group,2387.5,Permanent,Healthcare and Nursing,2012-09-19 00:00:00,Southampton,,2012-08-20 00:00:00
Nurse Disability Analyst in Stockton on Tees,SJB Medical,2666.67,Permanent,Healthcare and Nursing,2013-01-29 00:00:00,UK,,2012-11-30 00:00:00
Neonatal Intensive Care Nurses,Thornbury Nursing Services,3360.0,Fixed Term Contract,Healthcare and Nursing,2013-06-24 12:00:00,UK,,2013-05-25 12:00:00
Registered Nurse  Surgical  Manchester,HCL Permanent,2083.33,Permanent,Healthcare and Nursing,2013-07-22 00:00:00,UK,,2013-05-23 00:00:00
Aged Care Nurses for work in the South West,Ambition 24,3608.0,Fixed Term Contract,Healthcare and Nursing,2013-05-09 00:00:00,South West London,,2013-04-25 00:00:00
Experienced Registered General Nurses to work in stunning Dorset,Ambition 24,4753.58,Fixed Term Contract,Healthcare and Nursing,2012-11-25 12:00:00,South West London,,2012-09-26 12:00:00
NEWLY QUALIFIED RGN Research Nurse post,Pulse Perms Regions,2166.67,Permanent,Healthcare and Nursing,2013-08-24 15:00:00,Cambridge,,2013-06-25 15:00:00
Paediatric Registered Nurses,Thornbury Nursing Services,2720.0,Fixed Term Contract,Healthcare and Nursing,2014-02-14 15:00:00,UK,,2013-12-16 15:00:00
Clinical Manager – London – Locum/ ****  **** per hour,Coyle Medical,4400.0,Fixed Term Contract,Healthcare and Nursing,2013-11-14 12:00:00,London,,2013-09-15 12:00:00
HCA s  Bury St Edmunds,Ambition 24,2236.0,Fixed Term Contract,Healthcare and Nursing,2012-10-11 15:00:00,Eastern England,,2012-09-11 15:00:00
Community Liaison Nurse – London  ****  **** per annum,Coyle Medical,3041.67,Fixed Term Contract,Healthcare and Nursing,2013-10-08 12:00:00,London,,2013-09-24 12:00:00
Senior Sister  Day Unit  Cardiac / Surgical,STR Group,3506.25,Permanent,Healthcare and Nursing,2013-01-03 00:00:00,London,,2012-12-04 00:00:00
Deputy Theatre Manager Swindon,Pulse Perms Regions,2500.0,Permanent,Healthcare and Nursing,2012-05-07 00:00:00,Swindon,,2012-02-07 00:00:00
"Registered Nurse, Elstree, Hertforshire",Bupa,1920.0,Permanent,Healthcare and Nursing,2013-05-05 12:00:00,UK,,2013-02-04 12:00:00
"Registered Nurse, Camberley, Surrey",Bupa,1888.0,Permanent,Healthcare and Nursing,2012-08-08 00:00:00,Camberley,,2012-07-09 00:00:00
"Registered Nurse, Tadworth, Surrey",Bupa,1958.33,Permanent,Healthcare and Nursing,2013-06-28 12:00:00,Thorpe St. Andrew,,2013-04-29 12:00:00
"Registered Nurse, Reading, Berkshire",Bupa,2000.0,Permanent,Healthcare and Nursing,2012-08-12 00:00:00,Reading,,2012-07-13 00:00:00
"Registered Nurse  Hatfield, Hertfordshire",Bupa,1768.0,Permanent,Healthcare and Nursing,2012-10-27 12:00:00,UK,,2012-08-28 12:00:00
Nurses RGN and RMN,Meridian Health,2400.0,,Healthcare and Nursing,2012-06-26 12:00:00,Staffordshire,,2012-06-12 12:00:00
RMN Community Nurse,Pulse Perms Regions,2500.0,Permanent,Healthcare and Nursing,2012-11-12 12:00:00,North West London,,2012-10-13 12:00:00
ICU Liver Staff Nurse NHS  London,HCL Permanent.,2440.33,Permanent,Healthcare and Nursing,2012-04-18 15:00:00,South East London,,2012-03-19 15:00:00
Advanced Nurse Practitioners,Hallam Medical,4800.0,Fixed Term Contract,Healthcare and Nursing,2013-01-03 12:00:00,Camden,,2012-11-04 12:00:00
Senior ODP  Surrey,HCL Permanent.,2833.33,Permanent,Healthcare and Nursing,2013-01-22 00:00:00,Surrey,,2012-11-23 00:00:00
ODP / Recovery Anaesthetic Nurse,HCL Permanent.,2666.67,Permanent,Healthcare and Nursing,2012-04-04 12:00:00,Essex,,2012-02-04 12:00:00
Registered Mental Nurses  Norfolk,Ambition 24,4323.17,Fixed Term Contract,Healthcare and Nursing,2012-04-16 12:00:00,Eastern England,,2012-02-16 12:00:00
Community IV Therapies Nurse Plymouth,Bupa Home Healthcare,2166.67,Permanent,Healthcare and Nursing,2013-09-16 00:00:00,Plymouth,,2013-07-18 00:00:00
"Business Manager, Healthcare, Qatar",STR Group,2916.67,Permanent,Healthcare and Nursing,2012-06-23 00:00:00,UK,,2012-03-25 00:00:00
Registered General Nurse – Tunbridge Wells,Ambition 24,4320.0,,Healthcare and Nursing,2013-02-24 15:00:00,Kent,0.4 FTE,2013-01-25 15:00:00
"Healthcare assistants required in Ashford, Kent",Ambition 24,1600.0,,Healthcare and Nursing,2012-08-21 15:00:00,Kent,0.6 FTE,2012-06-22 15:00:00
Senior Charge Nurse  Chemotherapy Day Unit,HCL Permanent.,3958.33,Permanent,Healthcare and Nursing,2013-05-24 12:00:00,Central London,,2013-03-25 12:00:00
Anaesthetic Nurse,Pulse Perms Regions,2333.33,Permanent,Healthcare and Nursing,2013-11-26 15:00:00,Stockport,,2013-08-28 15:00:00
Surgical Sister/Charge Nurse,HCL Permanent.,3333.33,Permanent,Healthcare and Nursing,2013-06-08 12:00:00,West London,,2013-04-09 12:00:00
Renal Dialysis Nurse  Crewe,HCL Permanent,1916.67,Permanent,Healthcare and Nursing,2012-03-12 00:00:00,North West London,,2012-01-12 00:00:00
Communtiy Clinical Support Worker Exeter,Bupa Home Healthcare,1104.17,Permanent,Healthcare and Nursing,2012-06-18 00:00:00,Exeter,,2012-03-20 00:00:00
Staff Nurses  ICU,HCL Permanent.,2666.67,Permanent,Healthcare and Nursing,2014-01-24 12:00:00,Central London,,2013-12-25 12:00:00
Senior Staff Nurse  Endoscopy,HCL Permanent.,3125.0,Permanent,Healthcare and Nursing,2013-06-02 15:00:00,Central London,,2013-04-03 15:00:00
Community Clinical Support Worker Kingston,Bupa Home Healthcare,1208.33,Permanent,Healthcare and Nursing,2013-02-21 12:00:00,Kingston Upon Thames,,2013-01-22 12:00:00
Clinical Manager Oncology Northern region,Bupa Home Healthcare,2833.33,Permanent,Healthcare and Nursing,2013-06-15 15:00:00,UK,,2013-04-16 15:00:00
Anaesthetic Theatre Nurse  Poole,HCL Permanent,2458.33,Permanent,Healthcare and Nursing,2012-06-06 00:00:00,Poole,,2012-03-08 00:00:00
Theatre Recovery Nurse  Harrow,HCL Permanent,2583.33,Permanent,Healthcare and Nursing,2013-07-27 12:00:00,Harrow,,2013-05-28 12:00:00
Home Manager  Dementia Mental Health,Bright Selection,3750.0,Permanent,Healthcare and Nursing,2014-02-10 15:00:00,Nottingham,,2013-12-12 15:00:00
Staff Nurses  Telford,Meridian Health,1679.17,Fixed Term Contract,Healthcare and Nursing,2013-03-30 00:00:00,Shropshire,,2013-01-29 00:00:00
Communtiy Clinical Support Worker Bury,Bupa Home Healthcare,1104.17,Permanent,Healthcare and Nursing,2012-05-11 00:00:00,Wigan,,2012-02-11 00:00:00
Communtiy Paediatric Nurse Manchester,Bupa Home Healthcare,2291.67,Permanent,Healthcare and Nursing,2013-12-24 00:00:00,Manchester,,2013-11-24 00:00:00
Community Nurse IV Therapies Homecare West Midlands,Bupa Home Healthcare,2041.67,Permanent,Healthcare and Nursing,2013-12-27 12:00:00,West Midlands,,2013-10-28 12:00:00
Scrub Practitioner ODP or Nurse,JP Recruitment,2291.67,Permanent,Healthcare and Nursing,2013-08-11 00:00:00,Surrey,,2013-06-12 00:00:00
Theatre Registered Practitioner  Scrub,JP Recruitment,2250.0,Permanent,Healthcare and Nursing,2012-06-29 15:00:00,Bath,,2012-04-30 15:00:00
Registered Nurse  Days Nights,Bupa,1958.33,Permanent,Healthcare and Nursing,2013-01-20 00:00:00,Liverpool,,2012-12-21 00:00:00
Staff Nurse  Outpatient  **** hours,STR Group,2050.0,Permanent,Healthcare and Nursing,2014-01-19 15:00:00,Nottingham,,2013-12-20 15:00:00
Band 7 Bed Manager  **** 12 Month contracts Slough,Pulse Perms Regions,3333.33,Fixed Term Contract,Healthcare and Nursing,2013-09-01 15:00:00,Slough,,2013-08-02 15:00:00
Deputy Home Manager  Elderly Dementia in Oxford,Bright Selection,2708.33,Permanent,Healthcare and Nursing,2013-02-20 15:00:00,Oxford,,2013-01-21 15:00:00
Deputy Home Manager  Brent,Bright Selection,2625.0,Permanent,Healthcare and Nursing,2013-06-05 00:00:00,Brent Cross,,2013-04-06 00:00:00
Registered Nurse Day or Night  Surrey,HCL Permanent.,2125.0,Permanent,Healthcare and Nursing,2012-06-06 00:00:00,Surrey,,2012-05-07 00:00:00
Endoscopy Staff Nurse  West Sussex,HCL Permanent.,2056.33,Permanent,Healthcare and Nursing,2013-01-02 15:00:00,West Sussex,,2012-12-03 15:00:00
Scrub Nurse  West Sussex,HCL Permanent.,2125.0,Permanent,Healthcare and Nursing,2013-03-09 12:00:00,West Sussex,,2013-01-08 12:00:00
Recovery / Anaesthetic Nurse  West Sussex,HCL Permanent.,2098.0,Permanent,Healthcare and Nursing,2013-11-19 12:00:00,West Sussex,,2013-08-21 12:00:00
Surgical / Medical Staff Nurse  Surrey ****  ****,HCL Permanent.,1875.0,Permanent,Healthcare and Nursing,2012-08-06 12:00:00,Surrey,,2012-05-08 12:00:00
Scrub Nurse  North West Kent ****  ****,HCL Permanent.,2208.33,Permanent,Healthcare and Nursing,2012-04-02 00:00:00,Kent,,2012-01-03 00:00:00
Surgical Senior Staff Nurse  Surrey,HCL Permanent.,2250.0,Permanent,Healthcare and Nursing,2013-12-28 15:00:00,Surrey,,2013-10-29 15:00:00
Surgical Staff Nurse  West Sussex,HCL Permanent.,2083.33,Permanent,Healthcare and Nursing,2013-01-22 15:00:00,West Sussex,,2012-11-23 15:00:00
Prison Registered General Nurse  London,HCL Permanent.,2291.67,Permanent,Healthcare and Nursing,2013-01-23 15:00:00,South East London,,2012-10-25 15:00:00
Chemotherapy Staff Nurse  Outpatients,HCL Permanent,2250.0,Permanent,Healthcare and Nursing,2012-09-08 00:00:00,London,,2012-07-10 00:00:00
Paediatric Neuro Rehab Staff Nurse  Central London,HCL Permanent.,2788.75,Permanent,Healthcare and Nursing,2012-10-17 15:00:00,Central London,,2012-09-17 15:00:00
PICU Registered Nurse  Central London,HCL Permanent.,2708.33,Permanent,Healthcare and Nursing,2014-01-02 00:00:00,Central London,,2013-11-03 00:00:00
Oncology Registered Nurse  Central London,HCL Permanent.,2520.83,Permanent,Healthcare and Nursing,2012-10-10 00:00:00,Central London,,2012-07-12 00:00:00
ICU Registered Nurse  Central London,HCL Permanent.,2791.67,Permanent,Healthcare and Nursing,2013-02-27 12:00:00,Central London,,2012-11-29 12:00:00
Communtiy Paediatric Nurse Essex,Bupa Home Healthcare,2416.67,Permanent,Healthcare and Nursing,2012-02-26 00:00:00,Essex,,2012-01-27 00:00:00
Renal Nurse Positions / Worksop,HCL Permanent,2038.5,Permanent,Healthcare and Nursing,2013-09-29 00:00:00,Worksop,,2013-07-31 00:00:00
Home Manager  South Essex  Up to ****K plus bonus,Bright Selection,3125.0,Permanent,Healthcare and Nursing,2013-09-14 12:00:00,Essex,,2013-08-15 12:00:00
Health Care Assistant  HCA  Wiltshire,THORNBURY Community Services,2400.0,,Healthcare and Nursing,2013-10-01 15:00:00,Wiltshire,,2013-09-01 15:00:00
Band 2,Meridian Health,1740.0,Fixed Term Contract,Healthcare and Nursing,2012-02-16 15:00:00,UK,,2012-01-17 15:00:00
Band 3 Mental Health,Meridian Health,2012.0,Fixed Term Contract,Healthcare and Nursing,2013-10-04 00:00:00,UK,,2013-09-20 00:00:00
Adult Nurse  RGN  Middlesex,THORNBURY Community Services,4000.0,Fixed Term Contract,Healthcare and Nursing,2012-07-17 15:00:00,UK,,2012-07-03 15:00:00
NICU/Pead Nurse,Meridian Health,4600.0,Fixed Term Contract,Healthcare and Nursing,2013-12-23 12:00:00,UK,,2013-10-24 12:00:00
Practice Nurse position  Borehamwood,Chase Medical,2708.33,Permanent,Healthcare and Nursing,2012-02-13 15:00:00,UK,,2012-01-14 15:00:00
"RMN Nurse, North Shields",HCL Permanent,2080.0,Permanent,Healthcare and Nursing,2012-07-23 00:00:00,North Shields,,2012-04-24 00:00:00
Health Care Assistants  Hospital Wards  Northern Ireland,The Nursing Guild,3212.0,Fixed Term Contract,Healthcare and Nursing,2013-11-14 15:00:00,Northern Ireland,,2013-09-15 15:00:00
Agency Care Assistant to work in local Nursing/Care Home,Precedo Healthcare,1280.0,Fixed Term Contract,Healthcare and Nursing,2013-10-14 15:00:00,UK,,2013-09-14 15:00:00
Care Assistant to work in local Nursing/ Care Home,Precedo Healthcare,1280.0,Fixed Term Contract,Healthcare and Nursing,2013-07-17 12:00:00,Newark,,2013-05-18 12:00:00
Agency Care Assistant to work in local Nursing/ Care Homes,Precedo Healthcare,1280.0,Fixed Term Contract,Healthcare and Nursing,2012-10-08 15:00:00,Mansfield,,2012-09-24 15:00:00
Agency Registered Nurse to work in local Nursing/Care Home,Precedo Healthcare,2400.0,Fixed Term Contract,Healthcare and Nursing,2013-04-25 12:00:00,Mansfield,,2013-04-11 12:00:00
Staff Nurse  Paediatric,HCL Permanent.,2541.67,Permanent,Healthcare and Nursing,2012-08-26 12:00:00,Central London,,2012-06-27 12:00:00
PICU Staff Nurse  London,HCL Permanent.,2916.67,Permanent,Healthcare and Nursing,2012-07-02 00:00:00,Central London,,2012-06-02 00:00:00
Registered General Nurse  Nurse Disability Analyst  Birmingham,SJB Medical,2666.67,Permanent,Healthcare and Nursing,2013-07-11 12:00:00,Birmingham,,2013-04-12 12:00:00
Communtiy Clinical Support Worker Southampton,Bupa Home Healthcare,1083.33,Permanent,Healthcare and Nursing,2013-09-18 00:00:00,Southampton,,2013-06-20 00:00:00
Lecturer or Senior Lecturer Nursing  Focus on Health Assessment and Pathophysiology,Coventry University,2825.5,Permanent,Healthcare and Nursing,2013-09-11 15:00:00,Coventry,,2013-07-13 15:00:00
Staff Nurse – Outpatients Pre assessment,JP Recruitment,2416.67,Permanent,Healthcare and Nursing,2012-09-29 15:00:00,Berkshire,,2012-07-31 15:00:00
Staff Nurse  independent nursing home,Green Care Management,1916.67,Permanent,Healthcare and Nursing,2012-08-29 12:00:00,Melton Mowbray,,2012-07-30 12:00:00
Deputy Manager  Nursing Home  Suffolk,Bright Selection,2541.67,Permanent,Healthcare and Nursing,2012-03-12 15:00:00,Ipswich,,2012-01-12 15:00:00
Community Homecare Nurse Exeter,Bupa Home Healthcare,2166.67,Permanent,Healthcare and Nursing,2012-12-17 15:00:00,Exeter,,2012-11-17 15:00:00
Community IV Therapies Nurse Somerset,Bupa Home Healthcare,2166.67,Permanent,Healthcare and Nursing,2012-10-04 00:00:00,Somerset,,2012-08-05 00:00:00
Communtiy Paediatric Nurse Dorset,Bupa Home Healthcare,2041.67,Permanent,Healthcare and Nursing,2012-07-19 15:00:00,Dorset,,2012-05-20 15:00:00
Staff Nurse  Plastics and Reconstructive Surgery,JP Recruitment,2333.33,Permanent,Healthcare and Nursing,2012-09-13 12:00:00,London,,2012-08-14 12:00:00
General Registered NurseDoncaster,SJB Medical,2666.67,Permanent,Healthcare and Nursing,2013-09-17 12:00:00,Doncaster,,2013-06-19 12:00:00
Registered General Nurse Exeter,SJB Medical,2666.67,Permanent,Healthcare and Nursing,2013-01-19 15:00:00,Exeter,,2012-12-20 15:00:00
Ward Sister  General and Orthopaedics,JP Recruitment,2500.0,Permanent,Healthcare and Nursing,2013-02-10 00:00:00,Northamptonshire,,2012-11-12 00:00:00
"Peripatetic Occupational Health Advisor  Maidstone, Kent",SJB Medical,2833.33,Permanent,Healthcare and Nursing,2013-05-09 12:00:00,Kent,,2013-04-09 12:00:00
Peripatetic Occupational Health Advisor  Nottingham,SJB Medical,3166.67,Permanent,Healthcare and Nursing,2012-04-11 15:00:00,East Midlands,,2012-02-11 15:00:00
Peripatetic Occupational Health Advisor  Glasgow,SJB Medical,3166.67,Permanent,Healthcare and Nursing,2013-02-14 12:00:00,Scotland,,2012-11-16 12:00:00
"Clinical Nursing Specialist, Liver Transplant",STR Group,3333.33,Permanent,Healthcare and Nursing,2012-04-22 15:00:00,UK,,2012-02-22 15:00:00
Registered general/mental/learning disability nurse  Nottingham,HCL Permanent,1937.58,Permanent,Healthcare and Nursing,2012-03-02 15:00:00,Nottingham,,2012-01-02 15:00:00
A E Nurses  ****  ****  Burton upon Trent,HCL Permanent,2000.0,Permanent,Healthcare and Nursing,2013-10-30 12:00:00,Staffordshire,,2013-08-31 12:00:00
Cardiac Recovery / Scrub Band 5 Nurse Hampshire,HCL Permanent.,2033.33,Permanent,Healthcare and Nursing,2012-03-12 00:00:00,Hampshire,,2012-01-12 00:00:00
Senior Theatre Recovery Nurse,STR Group,2541.67,Permanent,Healthcare and Nursing,2012-11-14 00:00:00,Harrow,,2012-08-16 00:00:00
Senior Staff Nurse/ODP  Paediatric Theatres  London,HCL Permanent.,2916.67,Permanent,Healthcare and Nursing,2013-06-22 15:00:00,West London,,2013-05-23 15:00:00
Paediatric Theatre Staff Nurse/ODP  London,HCL Permanent.,2833.33,Permanent,Healthcare and Nursing,2012-04-17 12:00:00,West London,,2012-01-18 12:00:00
Cardiac/Medical Staff Nurse  London,HCL Permanent.,2416.67,Permanent,Healthcare and Nursing,2012-04-20 15:00:00,West London,,2012-02-20 15:00:00
Home Manager Nursing/Dementia East London ****K,Bright Selection,3750.0,Permanent,Healthcare and Nursing,2014-01-27 12:00:00,East London,,2013-12-28 12:00:00
Registered Nurse  Army Officer: Critical Care ICU,Army,2416.67,Permanent,Healthcare and Nursing,2013-08-05 00:00:00,UK,,2013-05-07 00:00:00
Registered Nurse  Soldier: Emergency Care (EC) Nurse,Army,2391.33,Permanent,Healthcare and Nursing,2013-06-30 00:00:00,UK,,2013-05-31 00:00:00
Bank Registered General Nurse,Care UK,2731.17,Permanent,Healthcare and Nursing,2013-07-06 15:00:00,UK,,2013-04-07 15:00:00
Instrument & Control Engineer,Progressive Recruitment,4291.67,,Engineering,2013-03-02 12:00:00,Aberdeen,,2013-02-16 12:00:00
Assistant Instrument Engineer,Techconsult UK LTD,2916.67,,Engineering,2013-12-22 00:00:00,UK,,2013-11-22 00:00:00
Assembly Manufacturing Engineer  ****,NES Global Talent,2500.0,,Engineering,2013-02-08 00:00:00,Aberdeen,,2013-01-09 00:00:00
Senior Design Engineer  Subsea Xmas Trees & Wellheads,Progressive Recruitment,4166.67,,Engineering,2013-10-14 15:00:00,Aberdeen,,2013-09-30 15:00:00
SAS Senior Credit Risk Analyst  Financial Services,Harnham Search Selection,2708.33,Permanent,Finance and Accounting,2012-03-15 00:00:00,Skipton,,2012-01-15 00:00:00
Legal Cost Negotiator,Hays Credit Management,1760.0,Fixed Term Contract,Finance and Accounting,2013-08-15 12:00:00,Sheffield,,2013-06-16 12:00:00
Senior Sales Exec – Online Information,HASSON ASSOCIATES LTD,3125.0,Permanent,Sales,2012-08-10 00:00:00,UK,FULL TIME,2012-07-11 00:00:00
RMN / RNLD  Maidstone,Compass Associates Ltd,2166.67,,Healthcare and Nursing,2014-03-21 15:00:00,Maidstone,FULL TIME,2013-12-21 15:00:00
Domiciliary Care Manager  Coventry,Liquid Personnel Ltd,2250.0,,Healthcare and Nursing,2013-04-11 12:00:00,Coventry,FULL TIME,2013-01-11 12:00:00
Senior Nurse/Charge Nurse  Barchester Healthcare  Lancaster,Barchester Healthcare,2078.33,,Healthcare and Nursing,2013-02-19 15:00:00,Lancaster,FULL TIME,2012-12-21 15:00:00
"Senior Staff Nurse, Orthopaedics (London)  London",HCL Permanent,3000.0,,Healthcare and Nursing,2012-03-22 12:00:00,London,FULL TIME,2012-01-22 12:00:00
Senior Nurse (RGN/RMN)  Weybridge,Liquid Personnel Ltd,2375.0,,Healthcare and Nursing,2012-12-07 12:00:00,Weybridge,FULL TIME,2012-10-08 12:00:00
Home Manager  established small home  Hereford,Eclypse Recruitment,3125.0,,Healthcare and Nursing,2014-01-25 12:00:00,Hereford,FULL TIME,2013-11-26 12:00:00
Senior PICU Staff Nurse (London)  London,HCL Permanent,3027.5,,Healthcare and Nursing,2013-02-28 12:00:00,London,FULL TIME,2012-12-30 12:00:00
Home Manager for Elderly and Dementia Care  Norwich,Compass Associates Ltd,3333.33,,Healthcare and Nursing,2013-03-08 15:00:00,Norwich,FULL TIME,2013-02-06 15:00:00
Business Analyst  Digital Banking  Permanent,The JM Group,2916.67,Permanent,Finance and Accounting,2013-01-27 12:00:00,London,,2012-10-29 12:00:00
